"id","last_name","first_name","email","parliament_phone","parliament_fax","office_address","office_suburb","office_state","office_postcode","office_fax","office_phone","party_id","electorate_id","created_at","updated_at","mailing_address","mailing_suburb","mailing_state","mailing_postcode"
"11457","Knuth","S","Dalrymple.Charters@parliament.qld.gov.au","(07) 4787 2139","(07) 4787 3919","Stock Exchange Arcade","2/76 Mosman Street","QLD","4820","(07) 4787 3919","(07) 4787 2139","15","308","2018-02-16 10:24:45","2018-02-16 10:24:45",,,,
"11459","Langbroek","J-P H","Surfers.Paradise@parliament.qld.gov.au","(07) 3237 1000","(07) 5538 5560","PO Box 80","ISLE OF CAPRI","QLD","4217","(07) 5538 5560","(07) 5538 9833","16","327","2018-02-16 10:24:45","2018-02-16 10:24:45",,,,
"11461","Molhoek","R","Southport@parliament.qld.gov.au","(07) 5532 5068","(07) 5532 0394","PO Box 903","SOUTHPORT","QLD","4215","(07) 5532 0394","(07) 5532 5068","16","323","2018-02-16 10:24:45","2018-02-16 10:24:45",,,,
"11463","Pease","J","Lytton@parliament.qld.gov.au","(07) 3396 0066","(07) 3893 2022","PO Box 227","WYNNUM","QLD","4178","(07) 3893 2022","(07) 3396 0066","12","363","2018-02-16 10:24:45","2018-02-16 10:24:45",,,,
"11465","Boyd","N","Pine.Rivers@parliament.qld.gov.au","(07) 3205 6779","(07) 3881 1662","PO Box 109","STRATHPINE CENTRE","QLD","4500","(07) 3881 1662","(07) 3205 6779","12","320","2018-02-16 10:24:45","2018-02-16 10:24:45",,,,
"11467","Pearce","J","Mirani@parliament.qld.gov.au","(07) 4956 1555","(07) 4956 1980","PO Box 56","SARINA","QLD","4737","(07) 4956 1980","(07) 4956 1555","12","298","2018-02-16 10:24:45","2018-02-16 10:24:45",,,,
"11469","McArdle","M F","Caloundra@parliament.qld.gov.au","(07) 3896 3691","(07) 5491 1801","PO Box 3998","CALOUNDRA","QLD","4551","(07) 5491 1801","(07) 5491 2780","16","334","2018-02-16 10:24:45","2018-02-16 10:24:45",,,,
"11471","Krause","J M","Beaudesert@parliament.qld.gov.au","(07) 5546 9611","(07) 5546 9961","Shop 16B, Jimboomba Shopping Centre","JIMBOOMBA","QLD","4280","(07) 5546 9961","(07) 5546 9611","16","305","2018-02-16 10:24:45","2018-02-16 10:24:45",,,,
"11473","Last","D","Burdekin@parliament.qld.gov.au","(07) 4783 2017","(07) 4783 4163","Shop 30, Centrepoint Arcade","Queen Street","QLD","4807","(07) 4783 4163","(07) 4783 2017","16","286","2018-02-16 10:24:45","2018-02-16 10:24:45",,,,
"11475","Bennett","S A","Burnett@parliament.qld.gov.au","(07) 4159 1988","(07) 4159 2696","PO Box 8371","BARGARA","QLD","4670","(07) 4159 2696","(07) 4159 1988","16","277","2018-02-16 10:24:45","2018-02-16 10:24:45",,,,
"11477","Power","L","Logan@parliament.qld.gov.au","(07) 3806 8513","(07) 3806 8467","PO Box 513","BROWNS PLAINS BC","QLD","4118","(07) 3806 8467","(07) 3806 8513","12","345","2018-02-16 10:24:45","2018-02-16 10:24:45",,,,
"11479","Miller","J R","Bundamba@parliament.qld.gov.au","(07) 3288 3737","(07) 3818 1613","PO Box 122","GOODNA","QLD","4300","(07) 3818 1613","(07) 3288 3737","12","330","2018-02-16 10:24:45","2018-02-16 10:24:45",,,,
"11481","Fentiman","S","Waterford@parliament.qld.gov.au","(07) 3200 3477","(07) 3200 3499","PO Box 112","WATERFORD","QLD","4133","(07) 3200 3499","(07) 3200 3477","12","341","2018-02-16 10:24:45","2018-02-16 10:24:45",,,,
"11483","Gilbert","J","Mackay@parliament.qld.gov.au","(07) 4957 8422","(07) 4951 4794","PO Box 1238","MACKAY","QLD","4740","(07) 4951 4794","(07) 4957 8422","12","314","2018-02-16 10:24:45","2018-02-16 10:24:45",,,,
"11485","O'Rourke","C","Mundingburra@parliament.qld.gov.au","(07) 3234 1870","(07) 4725 4194","PO Box 15031","AITKENVALE DC","QLD","4814","(07) 4725 4194","(07) 4725 4166","12","288","2018-02-16 10:24:45","2018-02-16 10:24:45",,,,
"11487","Nicholls","T J","Clayfield@parliament.qld.gov.au","(07) 3224 6900","(07) 3868 2078","PO Box 281","CLAYFIELD","QLD","4011","(07) 3868 2078","(07) 3262 8819","16","292","2018-02-16 10:24:45","2018-02-16 10:24:45",,,,
"11489","Howard","J","Ipswich@parliament.qld.gov.au","(07) 3202 3452","(07) 3202 4778","PO Box 52","BOOVAL","QLD","4304","(07) 3202 4778","(07) 3202 3452","12","339","2018-02-16 10:24:45","2018-02-16 10:24:45",,,,
"11491","Gordon","W","Cook@parliament.qld.gov.au","(07) 4092 7608","(07) 4031 2437","PO Box 2251","MAREEBA","QLD","4880","(07) 4031 2437","(07) 4092 7608","12","307","2018-02-16 10:24:45","2018-02-16 10:24:45",,,,
"11493","King","S","Kallangur@parliament.qld.gov.au","(07) 3491 8800","(07) 3482 3407","PO Box 700","KALLANGUR","QLD","4503","(07) 3482 3407","(07) 3491 8800","12","355","2018-02-16 10:24:45","2018-02-16 10:24:45",,,,
"11495","Palaszczuk","A","Inala@parliament.qld.gov.au","(07) 3372 3207","(07) 3372 6881","PO Box 75","INALA","QLD","4077","(07) 3372 6881","(07) 3372 3207","12","357","2018-02-16 10:24:45","2018-02-16 10:24:45",,,,
"11497","Pitt","C W","Mulgrave@parliament.qld.gov.au","(07) 4056 3175","(07) 4056 3340","PO Box 314","GORDONVALE","QLD","4865","(07) 4056 3340","(07) 4056 3175","12","309","2018-02-16 10:24:45","2018-02-16 10:24:45",,,,
"11499","Powell","A C","Glass.House@parliament.qld.gov.au","(07) 3239 0844","(07) 5435 2165","PO Box 727","MALENY","QLD","4552","(07) 5435 2165","(07) 5435 2013","16","335","2018-02-16 10:24:45","2018-02-16 10:24:45",,,,
"11501","Frecklington","D K","Nanango@parliament.qld.gov.au","(07) 4162 1381","(07) 4162 4774","PO Box 1158","KINGAROY","QLD","4610","(07) 4162 4774","(07) 4162 1381","16","279","2018-02-16 10:24:45","2018-02-16 10:24:45",,,,
"11503","Walker","I B","Mansfield@parliament.qld.gov.au","(07) 3849 3488","(07) 3849 3511","PO Box 2202","MANSFIELD BC","QLD","4122","(07) 3849 3511","(07) 3849 3488","16","352","2018-02-16 10:24:45","2018-02-16 10:24:45",,,,
"11505","Rickuss","I P","Lockyer@parliament.qld.gov.au","(07) 5462 2772","(07) 5462 2388","Shop 1, 47 North Street","GATTON","QLD","4343","(07) 5462 2388","(07) 5462 2772","16","280","2018-02-16 10:24:45","2018-02-16 10:24:45",,,,
"11507","Linard","L","Nudgee@parliament.qld.gov.au","(07) 3260 5326","(07) 3260 5346","PO Box 419","NORTHGATE","QLD","4013","(07) 3260 5346","(07) 3260 5326","12","329","2018-02-16 10:24:45","2018-02-16 10:24:45",,,,
"11509","Pegg","D","Stretton@parliament.qld.gov.au","(07) 3344 2659","(07) 3344 1258","Unit 5, 62 Pinelands Road","SUNNYBANK HILLS","QLD","4109","(07) 3344 1258","(07) 3344 2659","12","302","2018-02-16 10:24:45","2018-02-16 10:24:45",,,,
"11511","Robinson","M A","Cleveland@parliament.qld.gov.au","(07) 3286 2726","(07) 3286 5418","19 Waterloo Street","CLEVELAND","QLD","4163","(07) 3286 5418","(07) 3286 2726","16","313","2018-02-16 10:24:45","2018-02-16 10:24:45",,,,
"11513","Ryan","M","Morayfield@parliament.qld.gov.au","(07) 5432 3120","(07) 5432 3183","PO Box 202","MORAYFIELD","QLD","4506","(07) 5432 3183","(07) 5432 3120","12","354","2018-02-16 10:24:45","2018-02-16 10:24:45",,,,
"11515","Byrne","W S","Rockhampton@parliament.qld.gov.au","(07) 4927 5299","(07) 4927 8212","PO Box 729","ROCKHAMPTON","QLD","4700","(07) 4927 8212","(07) 4927 5299","12","306","2018-02-16 10:24:45","2018-02-16 10:24:45",,,,
"11517","Dick","C","Woodridge@parliament.qld.gov.au","(07) 3808 5212","(07) 3283 1073","PO Box 2486","LOGAN CITY DC","QLD","4114","(07) 3283 1073","(07) 3808 5212","12","344","2018-02-16 10:24:45","2018-02-16 10:24:45",,,,
"11519","Seeney","J W","Callide@parliament.qld.gov.au","(07) 3224 4600","(07) 4992 3189","PO Box 559","BILOELA","QLD","4715","(07) 4992 3189","(07) 4992 2475","16","275","2018-02-16 10:24:45","2018-02-16 10:24:45",,,,
"11521","Watts","T J","Toowoomba.North@parliament.qld.gov.au","(07) 4638 5755","(07) 4638 4056","PO Box 155","HARLAXTON","QLD","4350","(07) 4638 4056","(07) 4638 5755","16","336","2018-02-16 10:24:45","2018-02-16 10:24:45",,,,
"11523","Simpson","F S","Maroochydore@parliament.qld.gov.au","(07) 5443 7995","(07) 5443 7242","Suite 1","Cnr First & Memorial Avenues","QLD","4000","(07) 5443 7242","(07) 5443 7995","16","299","2018-02-16 10:24:45","2018-02-16 10:24:45",,,,
"11525","Hart","M J","Burleigh@parliament.qld.gov.au","(07) 5526 6024","(07) 5526 6135","PO Box 2093","BURLEIGH BC","QLD","4220","(07) 5526 6135","(07) 5526 6024","16","353","2018-02-16 10:24:45","2018-02-16 10:24:45",,,,
"11527","Sorensen","T","Hervey.Bay@parliament.qld.gov.au","(07) 4124 1386","(07) 4124 1443","PO Box 5049","TORQUAY","QLD","4655","(07) 4124 1443","(07) 4124 1386","16","347","2018-02-16 10:24:45","2018-02-16 10:24:45",,,,
"11529","Russo","P","Sunnybank@parliament.qld.gov.au","(07) 3219 6974","(07) 3345 7605","Suite 4, 309 Mains Road","SUNNYBANK","QLD","4109","(07) 3345 7605","(07) 3219 6974","12","278","2018-02-16 10:24:45","2018-02-16 10:24:45",,,,
"11531","Springborg","L J","Southern.Downs@parliament.qld.gov.au","(07) 3234 1191","(07) 4681 2949","PO Box 444","STANTHORPE","QLD","4380","(07) 4681 2949","(07) 4681 2160","16","304","2018-02-16 10:24:45","2018-02-16 10:24:45",,,,
"11533","Stevens","R A","Mermaid.Beach@parliament.qld.gov.au","(07) 5592 0071","(07) 5592 2301","Shops 44 and 45, Level 1, Niecon Plaza, 17 Victoria Avenue","BROADBEACH","QLD","4218","(07) 5592 2301","(07) 5592 0071","16","349","2018-02-16 10:24:45","2018-02-16 10:24:45",,,,
"11535","De Brenni","M","Springwood@parliament.qld.gov.au","(07) 3423 2788","(07) 3423 2922","PO Box 1940","SPRINGWOOD","QLD","4127","(07) 3423 2922","(07) 3423 2788","12","362","2018-02-16 10:24:45","2018-02-16 10:24:45",,,,
"11537","Enoch","L","Algester@parliament.qld.gov.au","(07) 3278 9257","(07) 3278 9203","PO Box 854","ARCHERFIELD","QLD","4115","(07) 3278 9203","(07) 3278 9257","12","301","2018-02-16 10:24:45","2018-02-16 10:24:45",,,,
"11539","Stuckey","J A","Currumbin@parliament.qld.gov.au","(07) 3224 2004","(07) 5598 1861","PO Box 751","CURRUMBIN","QLD","4223","(07) 5598 1861","(07) 5598 1387","16","346","2018-02-16 10:24:45","2018-02-16 10:24:45",,,,
"11541","Williams","R","Pumicestone@parliament.qld.gov.au","(07) 3408 6436","(07) 3408 6041","1/43 Benabrow Avenue","BELLARA","QLD","4507","(07) 3408 6041","(07) 3408 6436","12","338","2018-02-16 10:24:45","2018-02-16 10:24:45",,,,
"11543","D'Ath","Y","Redcliffe@parliament.qld.gov.au","(07) 3284 2667","(07) 3283 1073","PO Box 936","REDCLIFFE","QLD","4020","(07) 3283 1073","(07) 3284 2667","12","351","2018-02-16 10:24:45","2018-02-16 10:24:45",,,,
"11545","Harper","A","Thuringowa@parliament.qld.gov.au","(07) 4773 3116","(07) 4773 5013","PO Box 94","THURINGOWA CENTRAL","QLD","4817","(07) 4773 5013","(07) 4773 3116","12","303","2018-02-16 10:24:45","2018-02-16 10:24:45",,,,
"11547","Mander","T","Everton@parliament.qld.gov.au","(07) 3855 1133","(07) 3855 1280","PO Box 656","EVERTON PARK","QLD","4503","(07) 3855 1280","(07) 3855 1133","16","289","2018-02-16 10:24:45","2018-02-16 10:24:45",,,,
"11549","Wellington","P W","Nicklin@parliament.qld.gov.au","(07) 5441 6933","(07) 5441 6255","PO Box 265","NAMBOUR","QLD","4560","(07) 5441 6255","(07) 5441 6933","14","342","2018-02-16 10:24:45","2018-02-16 10:24:45",,,,
"11551","Whiting","C","Murrumba@parliament.qld.gov.au","(07) 3293 1069","(07) 3293 1257","PO Box 76","DECEPTION BAY","QLD","4508","(07) 3293 1257","(07) 3293 1069","12","356","2018-02-16 10:24:45","2018-02-16 10:24:45",,,,
"11553","Madden","J","Ipswich.West@parliament.qld.gov.au","(07) 3813 0074","(07) 3813 0076","PO Box 5273","BRASSALL","QLD","4304","(07) 3813 0076","(07) 3813 0074","12","311","2018-02-16 10:24:45","2018-02-16 10:24:45",,,,
"11555","Crawford","C","Barron.River@parliament.qld.gov.au","(07) 4038 2800","(07) 4038 2801","PO Box 1014","SMITHFIELD","QLD","4878","(07) 4038 2801","(07) 4038 2800","12","284","2018-02-16 10:24:45","2018-02-16 10:24:45",,,,
"11557","Furner","M","Ferny.Grove@parliament.qld.gov.au","(07) 3851 1570","(07) 3851 1261","PO Box 316","FERNY HILLS DC","QLD","4055","(07) 3851 1261","(07) 3851 1570","12","318","2018-02-16 10:24:45","2018-02-16 10:24:45",,,,
"11559","Best","B R","brenton.best@parliament.tas.gov.au","(03) 6421 7889","(03) 6421 7888","68 Rooke Street Mall","Devonport","TAS","7310","(03) 6421 7888","(03) 6421 7889","17","411","2018-02-16 10:24:45","2018-02-16 10:24:45",,,,
"11561","Brooks","A D","adam.brooks@parliament.tas.gov.au","(03) 6434 6391","(03) 6434 6221","64 Wilson Street","Burnie","TAS","7320","(03) 6233 2823","(03) 6212 2189","18","411","2018-02-16 10:24:45","2018-02-16 10:24:45",,,,
"11563","Green","B A","bryan.green@parliament.tas.gov.au","(03) 6434 6252","(03) 6434 6352","80B Wilson Street","Burnie","TAS","7320","(03) 6233 2272","(03) 6233 6454","17","411","2018-02-16 10:24:45","2018-02-16 10:24:45",,,,
"11565","O'Halloran","P T","paul.ohalloran@parliament.tas.gov.au","(03) 6233 8300","(03) 6223 1406","House of Assembly, Parliament House","Hobart","TAS","7000","(03) 6223 1406","(03) 6233 8300","19","411","2018-02-16 10:24:45","2018-02-16 10:24:45",,,,
"11567","Rockliff","J P","jeremy.rockliff@parliament.tas.gov.au","(03) 6212 2187","(03) 6233 2823","47B Best Street","Devonport","TAS","7310","(03) 6423 5819","(03) 6421 7930","18","411","2018-02-16 10:24:45","2018-02-16 10:24:45",,,,
"11569","Giddings","L T","lara.giddings@parliament.tas.gov.au","(03) 6233 3464","(03) 6234 1572","11th Floor, Executive Building, 15 Murray Street","Hobart","TAS","7000","(03) 6233 3464","(03) 6234 1572","17","412","2018-02-16 10:24:45","2018-02-16 10:24:45",,,,
"11571","Hodgman","W E","will.hodgman@parliament.tas.gov.au","(03) 6212 2191","(03) 6233 2823","Channel Court Shopping Centre","Kingston","TAS","7050","(03) 6229 7950","(03) 6211 8507","18","412","2018-02-16 10:24:45","2018-02-16 10:24:45",,,,
"11573","McKim","N J","nick.mckim@parliament.tas.gov.au","(03) 6233 8300","(03) 6223 1406","Level 9, Marine Board Building, 1 Franklin Wharf","Hobart","TAS","7000","(03) 6233 2671","(03) 6233 6756","19","412","2018-02-16 10:24:45","2018-02-16 10:24:45",,,,
"11575","O'Byrne","D J","david.obyrne@parliament.tas.gov.au","(03) 6233 8892","(03) 6233 7663","9th Floor, Executive Building, 15 Murray Street","Hobart","TAS","7000","(03) 6233 7663","(03) 6233 8892","17","412","2018-02-16 10:24:45","2018-02-16 10:24:45",,,,
"11577","Petrusma","J A","jacquie.petrusma@parliament.tas.gov.au","(03) 6214 6000","(03) 6214 6002","27 South Arm Road","Rokeby","TAS","7019","(03) 6214 6002","(03) 6214 6000","18","412","2018-02-16 10:24:45","2018-02-16 10:24:45",,,,
"11579","Hidding","M T","rene.hidding@parliament.tas.gov.au","(03) 6233 8099","(03) 6233 2823","17A Marlborough Street","Longford","TAS","7301","(03) 6391 3103","(03) 6397 7411","18","413","2018-02-16 10:24:45","2018-02-16 10:24:45",,,,
"11581","Morris","T B","tim.morris@parliament.tas.gov.au","(03) 6212 2363","(03) 6224 2298","Shop 9, Cove Hill Shopping Centre","Bridgewater","TAS","7030","(03) 6263 3805","(03) 6263 3801","19","413","2018-02-16 10:24:45","2018-02-16 10:24:45",,,,
"11583","Polley","M R","michael.polley@parliament.tas.gov.au","(03) 6397 7408","(03) 6391 1385","10A Marlborough Street","Longford","TAS","7301","(03) 6391 1385","(03) 6397 7408","17","413","2018-02-16 10:24:45","2018-02-16 10:24:45",,,,
"11585","Shelton","M D","mark.shelton@parliament.tas.gov.au","(03) 6212 2183","(03) 6233 2823","17A Marlborough Street","Longford","TAS","7301","(03) 6391 3103","(03) 6397 7411","18","413","2018-02-16 10:24:45","2018-02-16 10:24:45",,,,
"11587","White","R","rebecca.white@parliament.tas.gov.au","(03) 6212 2212","(03) 6223 3803","10th Floor, Executive Building, 15 Murray Street","Hobart","TAS","7000","(03) 6223 2806","(03) 6233 3974","17","413","2018-02-16 10:24:45","2018-02-16 10:24:45",,,,
"11589","Booth","K D","kim.booth@parliament.tas.gov.au","(03) 6233 8300","(03) 6223 1406","Level 1, 162 Macquarie Street, Civic Square","Launceston","TAS","7250","(03) 6336 2522","(03) 6336 2294","19","414","2018-02-16 10:24:45","2018-02-16 10:24:45",,,,
"11591","Ferguson","M D J","michael.ferguson@parliament.tas.gov.au","(03) 6212 2182","(03) 6233 2823","4th Floor, Henty House, 1 Civic Square","Launceston","TAS","7250","(03) 6301 9224","(03) 6336 2427","18","414","2018-02-16 10:24:45","2018-02-16 10:24:45",,,,
"11593","Gutwein","P C","peter.gutwein@parliament.tas.gov.au","(03) 6212 2188","(03) 6233 2823","4th Floor, Henty House, 1 Civic Square","Launceston","TAS","7250","(03) 6334 1487","(03) 6336 2671","18","414","2018-02-16 10:24:45","2018-02-16 10:24:45",,,,
"11595","O'Byrne","M A","michelle.obyrne@parliament.tas.gov.au","(03) 6233 0804","(03) 6233 4980","Ground Floor, Public Buildings, 53 St John Street","Launceston","TAS","7250","(03) 6336 2640","(03) 6336 2452","17","414","2018-02-16 10:24:45","2018-02-16 10:24:45",,,,
"11597","Wightman","B N","brian.wightman@parliament.tas.gov.au","(03) 6233 9237","(03) 6223 7610","Ground Floor, Public Buildings, 53 St John Street","Launceston","TAS","7250","(03) 6336 2767","(03) 6336 2637","17","414","2018-02-16 10:24:45","2018-02-16 10:24:45",,,,
"11599","Archer","E N","elise.archer@parliament.tas.gov.au","(03) 6212 2185","(03) 6233 2823","62 Main Road","Moonah","TAS","7009","(03) 6233 5484","(03) 6233 5995","18","415","2018-02-16 10:24:45","2018-02-16 10:24:45",,,,
"11601","Bacon","S","scott.bacon@parliament.tas.gov.au","(03) 6233 8878","(03) 6233 8874","353 Main Street","Glenorchy","TAS","7010","(03) 6233 8878","(03) 6233 8874","17","415","2018-02-16 10:24:45","2018-02-16 10:24:45",,,,
"11603","Groom","M G","matthew.groom@parliament.tas.gov.au","(03) 6212 2186","(03) 6233 2823","Level 1 - Reserve Bank Building, 111 Macquarie Street","Hobart","TAS","7000","(03) 6223 2406","(03) 6233 2433","18","415","2018-02-16 10:24:45","2018-02-16 10:24:45",,,,
"11605","O'Connor","C","cassy.oconnor@parliament.tas.gov.au","(03) 6233 8300","(03) 6223 1406","Level 9, Marine Board Building, 1 Franklin Wharf","Hobart","TAS","7000","(03) 6233 2671","(03) 6233 6756","19","415","2018-02-16 10:24:46","2018-02-16 10:24:46",,,,
"11607","Sturges","G L","graeme.sturges@parliament.tas.gov.au","(03) 6212 2216","(03) 6278 7743","95 Main Road","Moonah","TAS","7009","(03) 6278 7743","(03) 6233 2530","17","415","2018-02-16 10:24:46","2018-02-16 10:24:46",,,,
"11609","Atkinson","Michael","croydon@parliament.sa.gov.au",,,"488 Port Road","Welland","SA","5007","08 8346 5471","08 8346 2462","21","374","2018-02-16 10:24:46","2018-02-16 10:24:46",,,,
"11611","Bedford","Frances","florey@parliament.sa.gov.au",,,"967 South Road","Melrose Park","SA","5039","08 8263 2166","08 8263 2666","21","408","2018-02-16 10:24:46","2018-02-16 10:24:46",,,,
"11613","Bettison","Zoe","ramsay@parliament.sa.gov.au",,,"24a Bay Road","Mount Gambier","SA","5290","08 8258 5433","08 8258 0480","21","398","2018-02-16 10:24:46","2018-02-16 10:24:46",,,,
"11615","Bignell","Leon","mawson@parliament.sa.gov.au",,,"40-42 Commercial Road","Salisbury","SA","5108","08 8384 6155","08 8384 6344","21","372","2018-02-16 10:24:46","2018-02-16 10:24:46",,,,
"11617","Hughes","Eddie","giles@parliament.sa.gov.au",,,"Westland Shopping Centre, Nicolson Avenue","Whyalla Norrie","SA","5608","08 8645 0713","08 8645 7800","21","378","2018-02-16 10:24:46","2018-02-16 10:24:46",,,,
"11619","Brock","Geoff","frome@parliament.sa.gov.au",,,"Shop 12 Hackham Plaza, 154 Main South Road","Hackham","SA","5163","08 8633 1758","08 8633 1210","24","373","2018-02-16 10:24:46","2018-02-16 10:24:46",,,,
"11621","Caica","Paul","colton@parliament.sa.gov.au",,,"Shop C, Ellen Centre","Port Pirie","SA","5540","08 8235 1050","08 8353 1111","21","406","2018-02-16 10:24:46","2018-02-16 10:24:46",,,,
"11623","Chapman","Vickie","bragg@parliament.sa.gov.au",,,"318 Seaview Road","Henley Beach","SA","5022","08 8364 2173","08 8332 4799","25","388","2018-02-16 10:24:46","2018-02-16 10:24:46",,,,
"11625","Close","Susan","ptadelaide@parliament.sa.gov.au",,,"357 Greenhill Road","Toorak Gardens","SA","5065","08 8241 0400","08 8241 0300","21","397","2018-02-16 10:24:46","2018-02-16 10:24:46",,,,
"11627","Digance","Annabel","elder@parliament.sa.gov.au",,,"Shop 11 Aberfoyle Hub Shopping Centre","Aberfoyle Park","SA","5159","08 8374 0507","08 8374 1939","21","385","2018-02-16 10:24:46","2018-02-16 10:24:46",,,,
"11629","Duluk","Sam","davenport@parliament.sa.gov.au",,,"1/7-9 Young Street","Blackwood","SA","5051","08 8370 2626","08 8278 5844","25","392","2018-02-16 10:24:46","2018-02-16 10:24:46",,,,
"11631","Speirs","David","bright@parliament.sa.gov.au",,,"7 Sturt Road","Brighton","SA","5048","08 8365 3421","08 8296 9833","25","399","2018-02-16 10:24:46","2018-02-16 10:24:46",,,,
"11633","Gardner","John","morialta@parliament.sa.gov.au",,,"163 St Bernards Road","Rostrevor","SA","5073","08 8365 4225","08 8365 4224","25","387","2018-02-16 10:24:46","2018-02-16 10:24:46",,,,
"11635","Wortley","Dana","torrens@parliament.sa.gov.au",,,"Shop 8, 511-529 North East Road","Gilles Plains","SA","5086","08 8369 0410","08 8369 2323","21","403","2018-02-16 10:24:46","2018-02-16 10:24:46",,,,
"11637","Goldsworthy","Mark","kavel@parliament.sa.gov.au",,,"48 Hutchinson Street","Mount Barker","SA","5251","08 8391 4744","08 8391 5599","25","390","2018-02-16 10:24:46","2018-02-16 10:24:46",,,,
"11639","Griffiths","Steven","goyder@parliament.sa.gov.au",,,"51 Robert Street","Maitland","SA","5573","08 8832 2699","08 8832 2455","25","367","2018-02-16 10:24:46","2018-02-16 10:24:46",,,,
"11641","Hamilton-Smith","Martin","waite@parliament.sa.gov.au",,,"Shop 2, 212 Belair Road","Hawthorn","SA","5062","08 8373 3158","08 8271 6448","24","393","2018-02-16 10:24:46","2018-02-16 10:24:46",,,,
"11643","Picton","Chris","kaurna@parliament.sa.gov.au",,,"760 Grand Boulevard","Seaford Meadows","SA","5169","08 8373 4261","08 8327 0900","21","371","2018-02-16 10:24:46","2018-02-16 10:24:46",,,,
"11645","Kenyon","Tom","newland@parliament.sa.gov.au",,,"Office 4, 1257 North East Road","Ridgehaven","SA","5097","08 8396 1737","08 8264 4482","21","391","2018-02-16 10:24:46","2018-02-16 10:24:46",,,,
"11647","Key","Steph","ashford@parliament.sa.gov.au",,,"407 Marion Road","Plympton","SA","5038","08 8371 5211","08 8371 5600","21","386","2018-02-16 10:24:46","2018-02-16 10:24:46",,,,
"11649","Koutsantonis","Tom","westtorrens@parliament.sa.gov.au",,,"229 Henley Beach Road","Torrensville","SA","5031","08 8234 6323","08 8234 0777","21","366","2018-02-16 10:24:46","2018-02-16 10:24:46",,,,
"11651","Marshall","Steven","dunstan@parliament.sa.gov.au",,,"Unit 2 90-94 The Parade","Norwood","SA","5067","08 8363 4001","08 8363 9111","25","394","2018-02-16 10:24:46","2018-02-16 10:24:46",,,,
"11653","Mcfetridge","Duncan","morphett@parliament.sa.gov.au",,,"4 Byron Street","Glenelg","SA","5045","08 8294 9712","08 8294 6711","25","409","2018-02-16 10:24:46","2018-02-16 10:24:46",,,,
"11655","Gee","Jon","napier@parliament.sa.gov.au",,,"Shop 86B, 600 Main North Road","Smithfield","SA","5114","08 8254 9811","08 8254 1023","21","395","2018-02-16 10:24:46","2018-02-16 10:24:46",,,,
"11657","Odenwalder","Lee","littlepara@parliament.sa.gov.au",,,"Elizabeth Vale Shopping Centre, John Rice Avenue","Elizabeth Vale","SA","5112","08 8287 1349","08 8255 3030","21","405","2018-02-16 10:24:46","2018-02-16 10:24:46",,,,
"11659","Pederick","Adrian","hammond@parliament.sa.gov.au",,,"20 Mannum Road","Murray Bridge","SA","5253","08 8531 1282","08 8531 1676","25","381","2018-02-16 10:24:46","2018-02-16 10:24:46",,,,
"11661","Bell","Troy","mtgambier@parliament.sa.gov.au",,,"Shop 1, 436 Montague Road","Modbury North","SA","5092","08 8723 1585","08 8724 9944","25","375","2018-02-16 10:24:46","2018-02-16 10:24:46",,,,
"11663","Pengilly","Michael","finniss@parliament.sa.gov.au",,,"71 Victoria Street","Victor Harbor","SA","5211","08 8552 4710","08 8552 2152","25","379","2018-02-16 10:24:46","2018-02-16 10:24:46",,,,
"11665","Piccolo","Tony","light@parliament.sa.gov.au",,,"148 Murray Street","Gawler","SA","5118","08 8523 1392","08 8522 2878","21","383","2018-02-16 10:24:46","2018-02-16 10:24:46",,,,
"11667","Pisoni","David","unley@parliament.sa.gov.au",,,"372 Unley Road","Unley Park","SA","5061","08 8289 1430","08 8373 4846","25","404","2018-02-16 10:24:46","2018-02-16 10:24:46",,,,
"11669","Tarzia","Vincent","hartley@parliament.sa.gov.au",,,"25A Montacute Road","Campbelltown","SA","5074","08 8682 5912","08 8365 1341","25","400","2018-02-16 10:24:46","2018-02-16 10:24:46",,,,
"11671","Rankine","Jennifer","wright@parliament.sa.gov.au",,,"Suite 1, Village Shopping Centre, Corner The Golden Way & The Grove Way","Golden Grove","SA","5125","08 8260 7111","08 8289 0700","21","410","2018-02-16 10:24:46","2018-02-16 10:24:46",,,,
"11673","Rau","John","enfield@parliament.sa.gov.au",,,"Shop 6, 430 Prospect Road","Kilburn","SA","5084","08 8339 6817","08 8260 7733","21","382","2018-02-16 10:24:46","2018-02-16 10:24:46",,,,
"11675","Redmond","Isobel","heysen@parliament.sa.gov.au",,,"14 Druids Avenue","Stirling","SA","5152","08 8269 4233","08 8339 5077","25","370","2018-02-16 10:24:46","2018-02-16 10:24:46",,,,
"11677","Sanderson","Rachel","adelaide@parliament.sa.gov.au",,,"84 Prospect Road","Prospect","SA","5082","08 8396 3435","08 8269 1838","25","365","2018-02-16 10:24:46","2018-02-16 10:24:46",,,,
"11679","Wingard","Corey","Wingard.mitchell@parliament.sa.gov.au",,,"L2/1 Milham Street","Oaklands Park","SA","5046","8377 3522","0883773500","25","402","2018-02-16 10:24:46","2018-02-16 10:24:46",,,,
"11681","Snelling","Jack","playford@parliament.sa.gov.au",,,"Unit 1/3 Wilkinson Road","Para Hills","SA","5096","08 8377 1324","08 8263 3777","21","407","2018-02-16 10:24:46","2018-02-16 10:24:46",,,,
