last_name,first_name,email,courtesy,salutation,honorific,gender,parliament_phone,parliament_fax,office_address,office_suburb,office_state,office_postcode,office_fax,office_phone,office_tollfree,titles,party_name,electorate_name,jurisdiction
Robertson MLA,J C,blacktown@parliament.nsw.gov.au,Mr,Mr,MLA,M,(02) 9671 5222,,"Shop 3063, Westpoint Shopping Centre, Flushcombe Road",Blacktown,NSW,2148,(02) 9671 5266,(02) 9671 5222,,"Leader of the Opposition, Shadow Minister for Western Sydney, and Shadow Minister for the Illawarra",ALP,Blacktown,NSW
Amery MLA,R S,mountdruitt@parliament.nsw.gov.au,Mr,Hon,MLA,M,(02) 9625 6770,,"Office Suite 201, Westfield Shoppingtown, Carlisle Avenue",Mount Druitt,NSW,2770,(02) 9625 9965,(02) 9625 6770,,Opposition Whip,ALP,Mount Druitt,NSW
Fraser MLA,A R G,coffsharbour@parliament.nsw.gov.au,Mr,Mr,MLA,M,(02) 6652 6500,,1/9 Park Avenue,Coffs Harbour,NSW,2450,(02) 6652 7934,(02) 6652 6500,,Assistant Speaker,NATS,Coffs Harbour,NSW
Roberts MLA,A J,lanecove@parliament.nsw.gov.au,Mr,Hon,MLA,M,(02) 9817 4757,,"Level 3, Suite 302, 230 Victoria Road",Gladesville,NSW,2111,(02) 9817 5885,(02) 9817 4757,,Minister for Fair Trading,LIB,Lane Cove,NSW
Berejiklian MLA,G,willoughby@parliament.nsw.gov.au,Ms,Hon,MLA,F,(02) 9228 5266,(02) 9228 3744,280 Willoughby Road,Naremburn,NSW,2065,(02) 9439 9299,(02) 9439 4199,,Minister for Transport,LIB,Willoughby,NSW
Williams MLA,J D,murraydarling@parliament.nsw.gov.au,Mr,Mr,MLA,M,(08) 8087 3315,,1/142 Argent Street,Broken Hill,NSW,2880,(08) 8087 1796,(08) 8087 3315,,The Nationals Whip,NATS,Murray Darling,NSW
Burney MLA,L J,linda.burney@parliament.nsw.gov.au,Ms,Hon,MLA,F,(02) 9718 1234,,"Suites 201 & 202, Level 2, 308-312 Beamish Street",Campsie,NSW,2194,(02) 9787 1999,(02) 9718 1234,,"Deputy Leader of the Opposition, Shadow Minister for Family and Community Services, Shadow Minister for Aboriginal Affairs, Shadow Minister for Sport and Recreation, Shadow Minister for the Hunter, and Shadow Minister for the Central Coast",ALP,Canterbury,NSW
Lynch MLA,P G,ElectorateOffice.Liverpool@parliament.nsw.gov.au,Mr,Hon,MLA,M,(02) 9602 0040,,100 Moore Street,Liverpool,NSW,2170,(02) 9821 1807,(02) 9602 0040,,"Shadow Attorney General, and Shadow Minister for Justice",ALP,Liverpool,NSW
Casuscelli MLA,C,strathfield@parliament.nsw.gov.au,Mr,Mr,MLA,M,(02) 9747 1711,,"Shop 1, 54 Burwood Road",Burwood,NSW,2134,(02) 9747 6054,(02) 9747 1711,,,LIB,Strathfield,NSW
Perry MLA,B M,auburn@parliament.nsw.gov.au,Ms,Hon,MLA,F,(02) 9644 6972,,54-58 Amy Street,Regents Park,NSW,2143,(02) 9644 8290,(02) 9644 6972,,"Shadow Minister for Ageing, Shadow Minister for Disability Services, Shadow Minister for Mental Health, and Shadow Minister for Heritage",ALP,Auburn,NSW
Evans MLA,L J,heathcote@parliament.nsw.gov.au,Mr,Mr,MLA,M,(02) 9548 0144,,"Shops 1 & 2, 17-23 Station Street",Engadine,NSW,2233,(02) 9548 5639,(02) 9548 0144,,Acting Speaker,LIB,Heathcote,NSW
McDonald MLA,A D,macquariefields@parliament.nsw.gov.au,Dr,Dr,MLA,M,(02) 9608 8991,,"Shop 18, Carnes Hill Marketplace, Cowpasture and Kurrajong Roads",Horningsea Park,NSW,2171,(02) 9608 0606,(02) 9608 8991,,,ALP,Macquarie Fields,NSW
Hartcher MLA,C,terrigal@parliament.nsw.gov.au,Mr,Hon,MLA,M,(02) 9228 5289,(02) 9228 3448,"Shop 3, Fountain Plaza, 148-158 The Entrance Road",Erina,NSW,2250,(02) 4365 4768,(02) 4365 1906,,"Minister for Resources and Energy, Special Minister of State, Minister for the Central Coast",LIB,Terrigal,NSW
Davies MLA,T,mulgoa@parliament.nsw.gov.au,Mrs,Mrs,MLA,F,(02) 9833 2913,,"Shop 1, 159 Queen Street",St Marys,NSW,2760,(02) 9833 4063,(02) 9833 2913,,,LIB,Mulgoa,NSW
Baird MLA,M,manly@parliament.nsw.gov.au,Mr,Hon,MLA,M,(02) 9228 5274,(02) 9228 3942,"Shop 2, 2 Wentworth Street",Manly,NSW,2095,(02) 9976 2993,(02) 9976 2773,,"Treasurer, and Minister for Industrial Relations",LIB,Manly,NSW
Park MLA,R J,keira@parliament.nsw.gov.au,Mr,Mr,MLA,M,(02) 4285 1588,,"Shops 2 and 3, 247 Princes Highway",Corrimal,NSW,2518,(02) 4285 1858,(02) 4285 1588,,Shadow Minister for Roads,ALP,Keira,NSW
Skinner MLA,J G,northshore@parliament.nsw.gov.au,Ms,Hon,MLA,F,(02) 9228 5229,(02) 9228 5877,"Suite 3, 40 Yeo Street",Neutral Bay,NSW,2089,(02) 9909 2654,(02) 9909 2594,,"Minister for Health, Minister for Medical Research",LIB,North Shore,NSW
Hancock MLA,S E,southcoast@parliament.nsw.gov.au,Ms,Hon,MLA,F,(02) 4421 0222,,1/57 Plunkett St,Nowra,NSW,2541,(02) 4422 1180,(02) 4421 0222,,Speaker,LIB,South Coast,NSW
Daley MLA,M J,maroubra@parliament.nsw.gov.au,Mr,Mr,MLA,M,(02) 9349 6440,,"Level 5, 806 Anzac Parade",Maroubra,NSW,2035,(02) 9349 4594,(02) 9349 6440,,"Shadow Treasurer, and Shadow Minister for Finance and Services",ALP,Maroubra,NSW
Brookes MLA,G E,easthills@parliament.nsw.gov.au,Mr,Mr,MLA,M,(02) 9772 2774,,20 Revesby Place,Revesby,NSW,2212,(02) 9792 1718,(02) 9772 2774,,,LIB,East Hills,NSW
Mihailuk MLA,T ,bankstown@parliament.nsw.gov.au,Ms,Ms,MLA,F,(02) 9708 3838,,"Suite 1, 3rd Floor, 402-410 Chapel Road",Bankstown,NSW,2200,(02) 9708 3960,(02) 9708 3838,,"Shadow Minister for Fair Trading, Shadow Minister for Healthy Lifestyles, and Shadow Minister for Volunteering and Youth ",ALP,Bankstown,NSW
Provest MLA,G K,tweed@parliament.nsw.gov.au,Mr,Mr,MLA,M,(07) 5523 4816,,"103 Minjungbal Drive,",Tweed Heads South,NSW,2486,(07) 5523 4817,(07) 5523 4816,,Parliamentary Secretary for Police and Emergency Services,NATS,Tweed,NSW
Holstein MLA,C D,gosford@parliament.nsw.gov.au,Mr,Mr,MLA,M,(02) 4342 4122,,20 Blackwall Road,Woy Woy,NSW,2256,(02) 4341 2368,(02) 4342 4122,,,LIB,Gosford,NSW
Zangari MLA,G,fairfield@parliament.nsw.gov.au,Mr,Mr,MLA,M,(02) 9726 9323,,"Suite 6, Neeta City Shopping Centre Smart Street",Fairfield,NSW,2165,(02) 9726 9783,(02) 9726 9323,,Shadow Minister for Citizenship and Communities,ALP,Fairfield,NSW
Williams MLA,L G,portmacquarie@parliament.nsw.gov.au,Mrs,Mrs,MLA,F,(02) 6584 0977,,"Suite 6, 27 Grant Street",Port Macquarie,NSW,2444,(02) 6584 0978,(02) 6584 0977,,,NATS,Port Macquarie,NSW
Spence MLA,C E,TheEntrance@parliament.nsw.gov.au,Mr,Mr,MLA,M,(02) 4334 1012,,24 The Entrance Road,The Entrance,NSW,2261,(02) 4334 3840,(02) 4334 1012,,,LIB,The Entrance,NSW
Elliot MLA,D A,baulkhamhills@parliament.nsw.gov.au ,Mr,Mr,MLA,M,(02) 9686 3110,,"Suite 1, 25-33 Old Northern Road",Baulkham Hills,NSW,2153,(02) 9686 3212,(02) 9686 3110,,,LIB,Baulkham Hills,NSW
Smith MLA,G E,epping@parliament.nsw.gov.au,Mr,Hon,MLA,M,(02) 9228 5246,(02) 9228 5874,"Suite 303, Level 3, 51 Rawson Street",Epping,NSW,2121,(02) 9877 0405,(02) 9877 0266,,"Attorney General, Minister for Justice ",LIB,Epping,NSW
Furolo MLA,R A,lakemba@parliament.nsw.gov.au,Mr,Mr,MLA,M,(02) 9759 5000,,"Shop F081, Roselands Shopping Centre, Roselands Drive",Roselands,NSW,2196,(02) 9759 1945,(02) 9759 5000,,,ALP,Lakemba,NSW
Sage MLA,R E M,bluemountains@parliament.nsw.gov.au,Mrs,Mrs,MLA,F,(02) 4751 3298,,132 Macquarie Road,Springwood,NSW,2777,(02) 4751 1245,(02) 4751 3298,,,LIB,Blue Mountains,NSW
Upton MLA,G,vaucluse@parliament.nsw.gov.au,Ms,Ms,MLA,F,(02) 9326 1856,,330 New South Head Road,Double Bay,NSW,2028,(02) 9328 1132,(02) 9326 1856,,Parliamentary Secretary for Tertiary Education and Skills,LIB,Vaucluse,NSW
Edwards MLA,G K,swansea@parliament.nsw.gov.au,Mr,Mr,MLA,M,(02) 4972 1133,,"Shop 1, 204-206 Pacific Highway",Swansea,NSW,2281,(02) 4972 1494,(02) 4972 1133,,,LIB,Swansea,NSW
Hay MLA,N,wollongong@parliament.nsw.gov.au,Ms,Ms,MLA,F,(02) 4226 5700,,"Suite 2S, Rear Ground Floor, 111 Crown Street",Wollongong,NSW,2500,(02) 4226 9963,(02) 4226 5700,,,ALP,Wollongong,NSW
Webber MLA,D J,wyong@parliament.nsw.gov.au,Mr,Mr,MLA,M,(02) 4352 2711,,"Shop 4, 142 Pacific Highway",Wyong,NSW,2259,(02) 4352 2766,(02) 4352 2711,,,LIB,Wyong,NSW
Coure MLA,M J,oatley@parliament.nsw.gov.au,Mr,Mr,MLA,M,(02) 9580 9349,,8 Ormonde Parade,Hurstville,NSW,2220,(02) 9580 9103,(02) 9580 9349,,,LIB,Oatley,NSW
Patterson MLA,C S,camden@parliament.nsw.gov.au,Mr,Mr,MLA,M,(02) 4655 3333,,66 John Street,Camden,NSW,2570,(02) 4655 3325,(02) 4655 3333,,,LIB,Camden,NSW
Rees MLA,N,toongabbie@parliament.nsw.gov.au,Mr,Hon,MLA,M,(02) 9831 8022,,166 Best Road,Seven Hills,NSW,2147,(02) 9831 8044,(02) 9831 8022,,"Shadow Minister for Police and Emergency Services, and Shadow Minister for the Arts ",ALP,Toongabbie,NSW
Ayres MLA,S L,penrith@parliament.nsw.gov.au,Mr,Mr,MLA,M,(02) 4722 8660,,"Shop 23, Ground Floor, Penrith Centre, 510-534 High Street",Penrith,NSW,2750,(02) 4731 4782,(02) 4722 8660,,Deputy Government Whip,LIB,Penrith,NSW
Notley-Smith MLA,B N,coogee@parliament.nsw.gov.au,Mr,Mr,MLA,M,(02) 9389 6669,,80 Bronte Road,Bondi Junction,NSW,2022,(02) 9387 8845,(02) 9389 6669,,,LIB,Coogee,NSW
Annesley MLA,G,miranda@parliament.nsw.gov.au,Mr,Hon,MLA,M,(02) 9228 5259,(02) 9228 5727,577 Kingsway,Miranda,NSW,2228,(02) 9540 2517,(02) 9525 6378,,Minister for Sport and Recreation,LIB,Miranda,NSW
Lalich MLA,N,cabramatta@parliament.nsw.gov.au,Mr,Mr,MLA,M,(02) 9724 3381,,"Suite 10, Level 1, 5 Arthur Street",Cabramatta,NSW,2166,(02) 9724 6056,(02) 9724 3381,,,ALP,Cabramatta,NSW
Greenwich MLA,A H,sydney@parliament.nsw.gov.au,Mr,Mr,MLA,M,(02) 9360 3053,,58 Oxford Street,Paddington,NSW,2021,(02) 9331 6963,(02) 9360 3053,,,IND,Sydney,NSW
Speakman MLA,M R,cronulla@parliament.nsw.gov.au,Mr,Mr,MLA,M,(02) 9526 8377,,"Shops 3 and 3A, 347-357 Port Hacking Road South",Caringbah,NSW,2229,(02) 9526 8928,(02) 9526 8377,,,LIB,Cronulla,NSW
Lee MLA,G,parramatta@parliament.nsw.gov.au,Dr,Dr,MLA,M,(02) 9891 4722,,90 George Street,Parramatta,NSW,2150,(02) 9891 5618,(02) 9891 4722,,,LIB,Parramatta,NSW
Tebbutt MLA,C M,marrickville@parliament.nsw.gov.au,Ms,Hon,MLA,F,(02) 9558 9000,,244 Illawarra Road,Marrickville,NSW,2204,(02) 9558 3653,(02) 9558 9000,,Shadow Minister for Education and Training ,ALP,Marrickville,NSW
Perrottet MLA,D F,castlehill@parliament.nsw.gov.au,Mr,Mr,MLA,M,(02) 9634 7474,,287C Old Northern Road,Castle Hill,NSW,2154,(02) 9899 3340,(02) 9634 7474,,,LIB,Castle Hill,NSW
Issa MLA,T,granville@parliament.nsw.gov.au,Mr,Mr,MLA,M,(02) 9637 1656,,160 Merrylands Road,Merrylands,NSW,2160,(02) 9897 1434,(02) 9637 1656,,,LIB,Granville,NSW
Dominello MLA,V,ryde@parliament.nsw.gov.au,Mr,Hon,MLA,M,(02) 9228 4333,(02) 9228 4392,"Suite 202, Ground Floor, 5-9 Devlin Street",Ryde,NSW,2112,(02) 9877 6222,(02) 9808 3288,,"Minister for Citizenship and Communities, and Minister for Aboriginal Affairs ",LIB,Ryde,NSW
O'Farrell MLA,B R,kuringgai@parliament.nsw.gov.au,Mr,Hon,MLA,M,(02) 9228 5239,(02) 9228 3935,27 Redleaf Avenue,Wahroonga,NSW,2076,(02) 9487 8550,(02) 9487 8588,,"Premier, Minister for Western Sydney",LIB,Ku Ring Gai,NSW
Stokes MLA,R,pittwater@parliament.nsw.gov.au,Mr,Mr,MLA,M,(02) 9999 3599,,1725 Pittwater Road,Mona Vale,NSW,2103,(02) 9999 0922,(02) 9999 3599,,Parliamentary Secretary for Renewable Energy,LIB,Pittwater,NSW
